player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Raheem Sterling,15,Chelsea,30," M(CLR),FW  ",22(9),1983,4,1,21.2,79.3,0.3,0.2,0.1,6.80,8,7,0,1.6,0.1,2,1.5,1.3,0.3,1.4,1.7,0.7,0.4,1.1,0,0.3,0.5,0,0
Tosin Adarabioyo,170,Fulham,27, D(CR)  ,18(2),1617,0,0.1,60.6,84.7,0,3.6,0,6.80,2,2,0,0.7,2.9,0,0.1,0.3,0,0.2,0.2,1.1,1.3,0.5,0.8,4,0.5,0.6,0
Kobbie Mainoo,32,Man Utd,19, M(C)  ,24,1942,1,0.6,35.9,86.7,0,0.9,0.2,6.80,3,3,0,0.5,0.8,0,1.3,1,0,1,1.2,2,0.9,0.6,0,1.1,1,0.5,0
Marcos Senesi,183,Bournemouth,27, D(C)  ,26(5),2248,5,0.7,40.6,78.5,0.4,4,0.1,6.80,4,13,0,0.4,1.3,1,0.4,0.4,0,0.4,0.6,1.8,1.1,1.3,0.3,3.4,1,0.7,0
Christian Nørgaard,189,Brentford,31," D(C),DMC  ",30(1),2513,1,0.8,46.5,81.2,0.2,1.9,0.2,6.80,2,8,0,1.1,1.3,1,0.2,1,0,0.5,0.7,2.6,1.7,1.3,0,1.6,1.8,0.2,0
Boubacar Kamara,24,Aston Villa,25," D(CL),DMC  ",20,1662,1,1,51.2,89.3,0,2.1,0.1,6.79,0,7,1,0.3,1,0,0.7,1.5,0,0.7,1,2.2,1.1,1.8,0,0.8,1.2,0.4,0
Micky van de Ven,30,Tottenham,23, D(CL)  ,27,2344,0,0,66,94.3,0,1.5,0,6.79,3,5,0,0.3,1.4,1,0.6,0.6,0,0.4,0.6,1.8,0.7,0.5,1.1,2.6,0.3,0.6,0
Hwang Hee-Chan,161,Wolves,29," AM(CLR),FW  ",25(4),2133,3,0.6,18.3,77.7,0.1,0.3,0.1,6.79,12,6,0,1.6,0.2,2,1.2,1.1,0.5,1.1,1.9,0.7,0.3,1.1,0,0.3,0.5,0,0
Rodrigo Muniz,170,Fulham,23, FW  ,18(8),1598,1,0.7,8.4,62.1,0,0.3,0,6.79,9,1,0,2.8,2.9,2,0.2,1.3,0.2,1.3,2.1,0.3,0.2,0.9,0.1,0.8,0.2,0.1,0
Callum Hudson-Odoi,174,Nottingham Forest,24, M(CLR)  ,20(9),1856,1,1.2,22.4,85.4,0.4,1.1,0,6.79,8,0,0,1.3,0.1,3,1.5,1,0.3,1.1,1.2,0.6,0.2,0.5,0,0.4,0.7,0,0
Dominic Calvert-Lewin,31,Everton,28," AM(L),FW  ",26(6),2189,2,0.6,13.6,56.9,0,0.1,0,6.79,7,2,0,2.3,4.4,2,0.4,1,0.8,0.8,2,0.4,0.1,1,0,1.2,0.4,0.1,0
Manuel Akanji,167,Man City,29," D(CLR),DMC  ",28(2),2514,0,0.4,76.5,93.8,0.1,2.7,0.1,6.78,2,2,1,0.5,0.9,0,0.1,0.6,0,0.3,0.5,1.4,0.8,0.6,0.5,2,0.6,0.4,0
Carlton Morris,95,Luton,29," AM(CL),FW  ",32(6),2867,4,0.6,18.9,66.8,0,0.2,0,6.78,11,4,0,1.9,3.5,1,0.8,1.1,0.2,1.4,1.4,0.4,0,1.3,0,1.4,0.2,0.1,0
Emerson,29,West Ham,30," D(L),M(L)  ",35(1),3143,2,0.7,39.8,82.9,0.3,1.2,0,6.78,1,10,0,0.5,0.7,1,0.7,0.9,0,0.5,1,2.9,1.2,0.9,0.3,2.4,0.9,0.4,1
Tyrick Mitchell,162,Crystal Palace,25," D(L),M(L)  ",37,3209,3,0.6,32.6,74.2,0.5,0.9,0,6.78,2,6,0,0.3,0.6,0,0.5,0.4,0,0.8,1.2,2.8,0.7,0.6,0.3,2.3,0.5,0.3,0
Thiago Silva,15,Chelsea,40, D(C)  ,28(3),2528,1,0.3,73.5,94.9,0,3.1,0,6.77,3,4,0,0.5,1.7,0,0.1,0.3,0,0,0.2,0.9,0.8,0.3,0.5,4.8,0.5,0.8,0
Alex Iwobi,170,Fulham,28," D(R),M(CLR)  ",25(5),2205,2,1.6,32.7,81.8,0.3,1.2,0.1,6.77,5,2,0,1.7,0.2,2,1.2,0.2,0.2,0.9,1.7,1,0.5,0.4,0,0.2,0.4,0,0
Chiedozie Ogbene,95,Luton,27," M(CLR),FW  ",20(10),1994,1,0.9,21,81.6,0.4,0.3,0,6.76,4,1,0,1.2,1,1,2,1.7,0.3,0.7,2,0.6,0.2,0.3,0,1,0.3,0.1,0
Brennan Johnson,30,Tottenham,23," AM(CLR),FW  ",23(9),2093,10,1.4,20.1,76.2,0.5,0.2,0,6.76,5,3,0,1.6,0.2,0,0.8,0.9,0.4,0.6,1.1,0.8,0.3,0.5,0,0.3,0.6,0,0
Alejandro Garnacho,32,Man Utd,20, AM(CLR)  ,30(6),2578,4,1.3,23.2,79.4,0.2,0.5,0,6.76,7,4,0,2.8,0.2,2,1.3,1.5,0.4,1.4,1.9,0.6,0.5,0.6,0,0.3,0.9,0.1,0
Rayan Aït-Nouri,161,Wolves,23," D(L),M(L)  ",29(4),2347,1,0.8,31.5,86.6,0.2,0.7,0,6.76,2,7,0,0.7,0.6,1,1.9,1.6,0.2,1.7,1.5,2.2,0.5,0.8,0.1,0.9,0.6,0.2,0
Edson Álvarez,29,West Ham,27," D(C),DMC  ",28(3),2385,1,0.4,38.5,86.1,0,1.9,0.1,6.76,1,11,0,0.5,1,0,0.9,0.5,0,1,1.2,2.6,1.4,1.1,0.1,2.3,1.1,0.6,0
Enzo Fernández,15,Chelsea,24, M(C)  ,26(2),2215,2,1.1,64.1,86.9,0.3,4.6,0.3,6.75,3,7,0,1.7,0.8,1,0.8,1.1,0.1,0.9,1,1.8,0.6,1.2,0,0.9,1.4,0.5,0
Aaron Wan-Bissaka,32,Man Utd,27," D(LR),M(R)  ",20(2),1782,2,0.5,37.8,82.9,0.2,0.6,0,6.75,0,4,0,0.1,1,1,0.8,0.4,0,0.4,0.9,1.9,1.9,0.8,0.1,2.5,0.3,0.7,0
Andreas Pereira,170,Fulham,29, M(CLR)  ,34(3),2638,7,2.3,28.7,78.8,1.8,1.4,0.2,6.75,3,6,0,1.4,0.4,2,0.5,0.7,0.1,1.1,1.3,0.7,0.1,0.6,0,0.3,0.8,0.1,0
Chris Wood,174,Nottingham Forest,33, FW  ,20(11),1810,1,0.7,13.9,64.5,0,0.2,0,6.75,14,0,0,1.5,2.4,3,0.2,0.4,0.2,0.7,1.6,0.2,0,0.7,0,0.8,0.2,0.1,0
Joelinton,23,Newcastle,28," AM(CLR),FW  ",15(5),1281,1,1.2,30.8,83.9,0,0.6,0.2,6.75,2,6,0,1,0.9,1,0.9,1.2,0,1.4,1.1,2,1,1.4,0,0.5,1.2,0.4,0
Guglielmo Vicario,30,Tottenham,28, GK  ,38,3420,0,0,36.1,83.7,0,2.2,0,6.75,0,2,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0,1.2,0,0,0
Malo Gusto,15,Chelsea,21," D(R),M(R)  ",19(8),1756,6,1.2,45.1,89.2,0.6,1.1,0,6.74,0,7,1,0.6,0.3,1,0.6,1.1,0.2,0.4,1.2,2,0.6,0.8,0.2,1.4,0.6,0.1,0
Callum Wilson,23,Newcastle,33, FW  ,9(11),984,1,0.4,7.9,65.2,0,0.1,0,6.74,9,3,0,1.8,0.5,0,0.7,0.9,0.2,1.8,2.4,0.3,0.1,0.8,0,0.2,0.2,0,0
Nathan Aké,167,Man City,30," D(CL),DMC  ",24(5),2044,2,0.3,61,92.8,0,0.7,0,6.73,2,0,0,0.7,1.6,0,0.2,0.6,0,0.1,0.3,0.9,0.5,0.3,0.7,1.8,0.2,0.1,0
Lewis Dunk,211,Brighton,33, D(C)  ,33,2873,1,0.4,97.3,92.5,0,4.5,0.1,6.73,3,7,1,1,1.7,1,0.2,0.4,0,0.1,0.3,0.8,0.9,0.7,0.4,2.7,0.7,1.1,0
Neto,183,Bournemouth,35, GK  ,32,2880,0,0,28.2,60.2,0,5.9,0,6.73,0,5,0,0,0.3,2,0.1,0,0,0,0,0,0,0,0,1.2,0,0,0
Pervis Estupiñán,211,Brighton,27," D(L),M(L)  ",15(4),1248,3,1.4,43.2,88.7,0.8,0.7,0.1,6.73,2,4,0,0.6,0.6,1,0.5,0.9,0.3,0.3,1.1,1.4,1.1,1.2,0.3,1.1,0.8,0.2,1
Jan Paul van Hecke,211,Brighton,24, D(C)  ,26(2),2368,0,0.4,85.7,92.5,0,3.1,0,6.72,0,4,0,0.5,2.4,1,0.2,0.6,0,0.1,0.6,1.7,1.1,0.5,0.6,2.6,0.6,1,0
Chris Richards,162,Crystal Palace,25," D(C),DMC  ",23(3),2092,1,0.2,35.5,83.3,0,1.3,0,6.72,1,3,0,0.4,2.4,0,0,0.3,0,0.2,0.3,1.8,1,0.5,0.3,4.1,0.4,0.5,0
Pablo Sarabia,161,Wolves,32," D(L),M(CLR),FW  ",20(10),1752,7,1.7,27.6,77.1,1.3,1.1,0.2,6.72,4,5,0,1.5,0.2,1,0.6,0.8,0.3,0.8,1.4,0.7,0.3,0.7,0,0.2,0.8,0,0
Willian,170,Fulham,36, AM(CLR)  ,24(7),2061,2,1.4,34.2,85.5,0.7,1.9,0.1,6.72,4,1,0,1.5,0.3,1,0.9,1,0,0.8,1.1,0.6,0.3,0.3,0,0.3,0.6,0,0
Jack Grealish,167,Man City,29," M(CL),FW  ",10(10),1004,1,1.3,27.6,87.7,0.2,0.6,0.2,6.72,3,7,0,1.1,0.2,0,0.9,2.1,0.1,1.1,1,0.7,0.3,0.3,0,0.2,0.3,0.1,0
José Sá,161,Wolves,32, GK  ,35,3039,1,0,25.8,59.2,0,3.1,0,6.72,0,1,0,0,0.4,1,0.1,0.3,0,0,0,0,0,0,0,0.9,0,0,0
Yves Bissouma,30,Tottenham,28, M(C)  ,26(2),2088,0,0.4,65.5,91.9,0,1.5,0,6.72,0,9,2,0.9,0.5,0,1,1.1,0,1.1,1.2,2.9,1.3,1.3,0,1.5,0.7,0.2,0
Maximilian Kilman,161,Wolves,27, D(C)  ,38,3420,0,0.4,60.2,86.3,0,3.8,0,6.71,2,7,0,0.4,2.3,1,0.3,0.5,0.1,0.3,0.2,1.2,1,1,0.5,4.7,0.2,1,0
Mathias Jensen,189,Brentford,29, M(C)  ,27(5),2220,3,1.3,30.4,78.6,1.3,2.6,0.1,6.71,3,5,0,0.4,0.2,1,0.6,0.6,0.1,0.6,1,1.7,0.7,0.9,0,0.8,2.2,0.2,0
Scott McTominay,32,Man Utd,28," D(C),M(C)  ",18(14),1893,1,0.3,20.1,81.5,0,0.6,0,6.71,7,2,0,1.4,1.2,2,0.3,0.7,0.2,0.7,0.9,1.5,0.4,0.9,0,1.7,0.3,0.4,0
Destiny Udogie,30,Tottenham,22," D(L),M(L)  ",28,2398,3,0.9,43.4,87.5,0,0.3,0,6.71,2,5,1,0.3,0.8,0,0.9,1.3,0.1,0.9,1.8,2.4,1.3,1.8,0.4,2.4,0.8,0.3,0
Amadou Onana,31,Everton,23, DMC  ,23(7),2094,0,0.6,34.1,84.9,0,2,0.1,6.71,2,5,0,1,1.8,1,0.4,1.5,0,0.3,0.7,2.4,0.7,1.2,0,1,0.7,0.2,0
Jordan Pickford,31,Everton,31, GK  ,38,3420,0,0.1,37.6,59.4,0,10.5,0,6.71,0,5,0,0,0,1,0,0.2,0,0,0,0,0,0,0,0.9,0,0,1
Emiliano Martínez,24,Aston Villa,32, GK  ,34,3016,0,0.1,37.4,81.4,0,4.8,0,6.71,0,4,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0.5,0,0,2
Harvey Elliott,26,Liverpool,21, AM(CR)  ,11(23),1339,6,1.1,26.6,87.7,0.6,1.2,0.1,6.70,3,2,0,1.4,0.3,2,0.3,0.4,0,0.3,0.4,0.8,0.2,0.2,0,0.2,0.6,0,0
Rasmus Højlund,32,Man Utd,22, FW  ,25(5),2172,2,0.9,13,77,0,0.3,0,6.70,10,2,0,1.3,0.8,1,0.6,1,0.5,1,1.7,0.4,0,0.7,0,0.6,0.3,0,0
Marcus Rashford,32,Man Utd,27," AM(CLR),FW  ",26(7),2279,2,0.8,20.7,79.2,0.1,0.8,0.1,6.69,7,2,0,1.9,0.5,0,1.5,0.6,0.4,1.2,1.8,0.6,0.1,0.4,0,0.6,0.5,0,0
Murillo,174,Nottingham Forest,22, D(C)  ,32,2793,2,0.2,45.1,77.5,0,3.7,0,6.69,0,5,0,0.5,1.2,0,0.6,0.2,0,0.5,0.6,1.6,1.2,1.2,0.2,5.8,0.4,0.8,1
Lucas Digne,24,Aston Villa,31," D(CL),M(L)  ",27(6),2413,3,1.1,30.7,81.4,1.1,0.6,0,6.68,1,7,0,0.6,1.3,0,0.3,0.9,0.1,0.5,0.5,1.4,0.8,0.9,0.5,1.8,0.6,0.1,0
Bernd Leno,170,Fulham,33, GK  ,38,3420,0,0,37,77.2,0,4.6,0,6.68,0,3,0,0,0.3,3,0,0.1,0,0,0,0,0,0,0,0.8,0,0,1
Vitaly Janelt,189,Brentford,26," D(L),DMC  ",37(1),3072,3,1,34.4,79.9,0.5,1.6,0.1,6.68,1,8,0,0.6,0.9,1,0.2,0.7,0.1,0.3,0.7,1.7,0.9,0.7,0.1,1.5,0.8,0.2,0
Luis Sinisterra,183,Bournemouth,25," AM(LR),FW  ",7(13),692,2,1,14.1,80.1,0.1,0.7,0,6.68,2,0,0,1.4,0.8,1,1.5,0.3,0.2,0.5,1.2,1.2,0.4,0.6,0,0.2,0.4,0,0
Sean Longstaff,23,Newcastle,27, DMC  ,30(5),2748,2,0.6,34.5,80.9,0.2,1.3,0.1,6.67,6,7,0,1.2,0.5,0,0.3,1,0.1,1,1,1.5,0.5,0.7,0,0.6,1.1,0.2,0
João Gomes,161,Wolves,24, M(C)  ,32(2),2660,1,0.6,36.4,83.3,0.4,0.9,0.1,6.67,2,11,0,0.8,0.5,1,0.8,1.1,0,1.3,1.2,3.8,0.5,1.9,0,0.9,1.6,0.2,0
Mykhailo Mudryk,15,Chelsea,24, AM(L)  ,18(13),1581,2,1,15.4,76.9,0.5,0.5,0.1,6.67,5,5,0,1.1,0.2,0,1.3,0.9,0,0.7,1.7,0.7,0.3,0.7,0,0.2,0.7,0,0
Raúl Jiménez,170,Fulham,33, FW  ,18(6),1404,0,0.5,15.5,69.7,0.1,0.5,0.1,6.67,7,3,1,1.7,1.8,1,0.4,0.9,0.5,1.3,1.8,0.8,0.2,0.7,0,0.5,0.5,0.1,0
Matty Cash,24,Aston Villa,27," D(R),M(CLR)  ",23(6),2144,2,0.4,35.4,84,0.3,1.1,0,6.66,2,8,0,1.1,0.5,1,0.4,0.8,0,0.5,0.7,1.9,0.6,1,0.6,1.8,1,0.5,1
Nathan Collins,189,Brentford,23, D(CR)  ,29(3),2650,1,0.3,45.9,81.5,0,2.2,0,6.66,1,3,0,0.3,2.3,0,0.3,0.7,0.1,0.4,0.7,1.2,1.4,0.4,0.4,4,0.3,0.9,0
Neco Williams,174,Nottingham Forest,23," D(LR),M(LR)  ",18(8),1634,1,0.4,23,72.4,0.5,0.8,0,6.66,0,4,0,0.6,1.2,0,0.7,1.2,0.2,1,1.5,2.7,0.8,0.9,0,1.7,0.8,0.5,0
Dara O'Shea,184,Burnley,26, D(CR)  ,32(1),2895,4,0.4,52.5,79.7,0.1,3.3,0,6.66,3,5,1,0.6,3.8,0,0,0.5,0,0,0.3,1.2,1.1,1.1,0.8,4.8,0.5,0.9,1
Pape Sarr,30,Tottenham,22, M(C)  ,27(7),2087,3,0.6,38.6,88.7,0.1,0.8,0.1,6.66,3,9,0,1.1,0.7,1,0.6,0.5,0,0.4,1.1,1,0.9,0.9,0,0.8,0.6,0.1,0
Josh Cullen,184,Burnley,28, DMC  ,23(2),2060,3,1,53.6,86.7,0.4,1.4,0.1,6.65,2,9,0,0.6,0.8,1,0.1,2,0,0.4,0.7,1.7,0.6,1,0,1,0.8,0.8,0
Elliot Anderson,23,Newcastle,22, M(CL)  ,10(11),1024,2,0.7,19.8,82.9,0.1,0.2,0,6.65,0,3,0,0.9,0.9,1,1,0.9,0,1,1.3,1.1,0.4,1,0,1,0.7,0.2,0
James Trafford,184,Burnley,22, GK  ,28,2520,0,0,48.9,62.1,0,6.5,0,6.65,0,2,0,0,0.6,1,0.1,0.2,0,0,0,0.1,0,0,0,1.4,0,0,0
Alisson Becker,26,Liverpool,32, GK  ,28,2520,0,0,35.6,85.1,0,3,0,6.65,0,1,0,0,0.3,0,0,0.2,0,0,0.1,0,0,0,0,0.8,0,0,0
Moussa Diaby,24,Aston Villa,25," M(CLR),FW  ",25(13),2188,8,1.2,15,82.6,0.3,0.2,0.1,6.65,6,1,0,1.4,0.1,2,0.8,0.4,0.2,0.8,0.9,0.3,0.2,0.4,0,0.1,0.5,0,0
Mark Flekken,189,Brentford,31, GK  ,37,3286,1,0.1,39.1,69.4,0,8.7,0,6.65,0,3,0,0,0.3,2,0.1,0.1,0,0,0,0,0,0.1,0,1.1,0.1,0,0
Teden Mengi,95,Luton,22, D(C)  ,28(2),2470,0,0.2,30.9,78.2,0,2.3,0,6.65,1,3,0,0.4,2,0,0.2,0.2,0,0.2,0.7,1.8,1.9,1.2,0.4,4.5,0.4,0.9,0
Bart Verbruggen,211,Brighton,22, GK  ,21,1890,0,0,35.4,85.6,0,4.3,0,6.64,0,3,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0.8,0,0,0
Ezri Konsa,24,Aston Villa,27, D(CR)  ,35,3074,0,0.2,55.8,92.2,0.1,1.3,0,6.64,1,5,0,0.5,0.9,0,0.5,1.8,0,0.5,0.7,1.5,0.8,0.4,1.1,1.9,0.1,0.6,0
Mateo Kovacic,167,Man City,30, M(CL)  ,16(14),1549,0,0.7,50.8,94.1,0,0.7,0.1,6.63,1,4,0,0.7,0.1,0,0.7,0.5,0,0.8,0.5,1.2,0.3,0.6,0.1,0.3,0.3,0,0
Abdoulaye Doucouré,31,Everton,32, M(C)  ,32,2643,2,1.1,27.1,78.5,0.1,0.5,0,6.63,7,7,0,1.5,0.8,0,0.8,0.3,0.7,1.3,1.9,1.3,0.5,1.7,0,0.6,0.9,0.1,0
Ederson,167,Man City,31, GK  ,33,2789,0,0,33.2,85.9,0,5.6,0,6.63,0,5,0,0,0.3,0,0,0.1,0,0,0,0,0,0.1,0,0.5,0,0,0
Timothy Castagne,170,Fulham,29," D(CLR),M(LR)  ",29(5),2634,3,0.5,39.7,81.3,0.3,1.5,0,6.63,1,3,0,0.4,1,0,0.5,0.3,0.1,0.3,0.7,1.4,1.1,0.6,0.2,1.7,0.5,0.3,0
Youri Tielemans,24,Aston Villa,27, M(C)  ,17(15),1622,6,0.6,28.3,86,0.1,1.1,0.2,6.63,2,3,0,0.4,0.4,1,0.5,0.9,0,0.7,0.5,1.3,0.5,0.7,0,0.3,0.8,0.1,0
Wilson Odobert,184,Burnley,20," AM(CLR),FW  ",25(4),2109,2,1.1,18.8,79.4,0.4,0.3,0.1,6.62,3,3,0,1.7,0.3,0,1.8,0.7,0,1,1.7,0.6,0.2,0.3,0,0.4,0.6,0.1,0
Vinicius Souza,163,Sheff Utd,25, DMC  ,29(7),2673,0,0.1,27.2,80.2,0.1,1.1,0,6.62,1,3,0,0.4,1.9,1,0.5,0.4,0.1,0.7,0.9,3.5,0.9,1.3,0.1,2.1,0.9,0.5,0
Djordje Petrovic,15,Chelsea,25, GK  ,22(1),1986,0,0,30.7,76.4,0,4,0,6.62,0,2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
Jack Harrison,31,Everton,28," AM(CLR),FW  ",25(4),2220,3,1,18.4,72.7,0.5,0.5,0.1,6.62,3,1,0,1.2,0.4,0,1,1,0,1.4,2.3,1.3,0.4,0.7,0,0.7,1.1,0.2,0
Anthony Elanga,174,Nottingham Forest,22," AM(LR),FW  ",25(11),2434,9,0.9,17.9,75.3,0.2,0.2,0.1,6.62,5,1,0,1.5,0.5,1,0.8,0.7,0.5,0.6,1.9,0.9,0.2,0.3,0,0.4,0.6,0.1,0
Ola Aina,174,Nottingham Forest,28," D(CLR),M(LR)  ",20(2),1701,1,0.5,28.8,80,0.3,0.9,0,6.62,1,3,0,0.5,0.8,1,1.2,1.1,0.1,0.5,1.1,2.1,0.8,0.8,0.1,1.9,0.5,0.1,0
Harvey Barnes,23,Newcastle,27, AM(CL)  ,7(14),795,3,0.6,12.1,79.1,0.1,0.1,0,6.61,5,2,0,1.3,0.2,0,0.3,1,0.1,0.8,0.6,0.3,0.2,0.2,0,0.1,0,0,0
Gabriel Osho,95,Luton,26," D(CR),DMC  ",21,1848,0,0.1,33.4,82.5,0,1.3,0,6.61,2,3,0,0.5,1.8,0,0.3,0.7,0,0.5,0.6,2,1.5,1.1,0.3,4.2,0.5,1,0
Kristoffer Ajer,189,Brentford,26," D(CLR),DMC  ",21(7),1836,1,0.4,25.8,75.9,0.2,1.1,0,6.61,2,5,0,0.4,2.3,0,0.4,0.4,0,0.2,0.6,1.4,0.9,0.9,0.3,2.8,0.5,0.4,0
Josh Brownhill,184,Burnley,29, M(CR)  ,23(10),2253,2,1,31.2,80.3,0.4,1.3,0,6.61,4,4,1,0.8,1.1,1,0.2,0.7,0.1,0.4,0.5,1.8,1,1.2,0,1.2,0.3,0.2,0
Nicolás Domínguez,174,Nottingham Forest,26, M(CLR)  ,19(7),1505,2,0.4,31.9,85.4,0.1,1,0.1,6.61,2,4,0,0.8,0.8,1,0.3,0.6,0.1,0.3,0.8,2.4,0.7,1,0,0.9,1,0.2,0
Pau Torres,24,Aston Villa,28, D(C)  ,27(2),2464,0,0.3,61,87.8,0.1,2.9,0,6.61,2,1,0,0.4,0.8,1,0.6,0.3,0.1,0.4,0.3,1,0.5,0.6,0.7,2.6,0.6,0.4,0
Dango Ouattara,183,Bournemouth,23," D(L),M(LR),FW  ",12(18),1222,2,0.6,14.9,67.6,0.3,0.6,0,6.61,1,3,0,1,1.2,2,0.7,0.6,0.1,0.4,0.8,1.5,0.7,0.5,0.1,1.1,0.5,0.1,0
Joe Gomez,26,Liverpool,27, D(CLR)  ,17(15),1779,1,0.7,35.9,86.2,0.2,1.5,0,6.60,0,5,0,0.6,1,0,0.5,0.5,0,0.3,0.8,1.5,0.6,0.9,0.1,1.4,1,0.1,0
Michail Antonio,29,West Ham,35," D(R),M(CLR),FW  ",21(5),1711,2,0.3,10.3,64.6,0.1,0.3,0,6.60,6,6,0,1.2,1.3,1,1.1,1.1,0.3,1.5,2.7,0.6,0.2,1,0,0.2,0.3,0.1,0
Jonny Evans,32,Man Utd,37, D(CL)  ,15(8),1396,1,0.3,35.9,87.9,0,0.7,0,6.60,0,2,0,0,1.6,0,0.2,0.6,0,0.1,0.2,1,1,0.7,0.4,3.2,0.4,0.8,0
Nélson Semedo,161,Wolves,31," D(CLR),M(R)  ",36,3091,1,0.7,42.1,80.9,0.4,1.3,0,6.60,0,11,1,0.5,0.6,0,1.4,0.8,0,1,1.6,2.2,1,1.3,0.2,2.2,0.7,0.2,0
Miguel Almirón,23,Newcastle,31," AM(CLR),FW  ",23(10),1947,1,0.7,23.2,85.8,0.1,0.4,0.1,6.60,3,2,0,1.2,0.2,0,0.7,0.7,0.3,0.8,0.9,1.1,0.3,0.5,0,0.4,0.5,0.1,0
Takehiro Tomiyasu,13,Arsenal,26, D(CLR)  ,10(12),1144,1,0.3,27.6,85.5,0.2,0.7,0,6.60,2,0,1,0.8,1.2,0,0.2,0.4,0,0.1,0.6,0.9,0.8,0.6,0.1,1.4,0.3,0.2,0
Wataru Endo,26,Liverpool,32, DMC  ,20(9),1723,0,0.6,45,88.4,0.1,1,0.1,6.59,1,10,0,0.3,1.1,0,0.3,0.9,0,0.8,0.9,1.7,0.7,1.7,0,1,1.4,0.1,0
Elijah Adebayo,95,Luton,27, FW  ,16(11),1419,0,0.5,7.3,72.6,0,0,0,6.59,10,1,0,1.1,1.6,1,0.7,0.6,0.5,1.3,2.3,0.1,0.2,1,0,0.9,0.4,0.1,0
Axel Disasi,15,Chelsea,27, D(CR)  ,29(2),2581,0,0.1,70.9,90.6,0,1.5,0.1,6.58,2,6,0,0.5,2.4,1,0.4,0.5,0.1,0.4,0.5,1.1,0.6,0.5,0.8,3.1,0.2,0.6,1
Vladimír Coufal,29,West Ham,32," D(CR),M(R)  ",36,3140,7,0.9,34.1,73,0.7,1.1,0,6.58,0,5,1,0.2,1.1,0,0.3,0.7,0,0.4,0.8,1.8,1.2,0.9,0.2,2.3,1,0.4,0
Jakub Kiwior,13,Arsenal,25," D(CL),DMC  ",11(9),946,3,0.3,27.2,85.8,0.2,1.1,0,6.58,1,1,0,0.3,0.8,0,0.1,0.2,0,0.1,0.4,1,0.4,0.5,0.2,1.2,0.3,0.2,0
Taiwo Awoniyi,174,Nottingham Forest,27, FW  ,12(8),1047,3,0.5,8.6,73.8,0,0.1,0.1,6.58,6,2,0,1.1,1.1,0,0.4,0.8,0.7,0.6,1.9,0.5,0.1,0.5,0,0.5,0.1,0.1,0
Sander Berge,184,Burnley,27, M(C)  ,34(3),3009,2,0.8,41.8,88.8,0,2.2,0.1,6.58,1,8,1,0.7,1.8,1,0.5,0.5,0.1,0.6,0.6,2.1,0.6,1.1,0.1,1.6,0.6,0.5,0
Gustavo Hamer,163,Sheff Utd,27," D(R),M(CL)  ",34(2),2924,6,1.9,27.3,73.5,0.9,1.2,0,6.58,4,9,0,1.4,0.2,0,0.8,0.5,0.2,0.5,1,1.1,0.8,1.4,0,0.9,1.2,0.3,0
